direction,t1_bias,t1_strength,t1_pd_zone,t2_in_4h_ob,t2_in_1h_ob,t2_in_fvg,t2_in_brk,t2_in_rej,t2_in_mit,t2_in_vi,zone_quality,t2_confluence,t2m30_in_ob,t2m30_in_fvg,t2m30_in_brk,t2m30_in_rej,t2m30_choch,t2m30_zone_qual,t4_in_5m_ob,ob_height_atr,entry_depth_ob,session,t3_in_ote,t3_choch,swept,conf_score,sl_atr_ratio,rr_potential,atr_pct_of_price,tp2_distance_r,rvol,vol_pct,mom_12b,mom_48b,mom_96b,body_ratio,atr_rank,bb_score,tsm_score,day_of_week,label,sym,ts,entry,sl,tp1,ml_proba
1,0,0.0,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,,0,0.38439603686282187,0.27266674065031626,2,1,1,1,0.8852535262672799,0.488058591990974,4.0,0.002454280721882257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GOLD,2024-06-25 19:00:00+00:00,2331.89990234375,2329.1066761696275,2343.07280704024,0.10107373355890895
0,0,0.0,0,0,0,1,0,0,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7042743695271078,1.0,0,0,1,1,0.7788512200098527,2.0,4.0,0.010735279462586464,46.57540604718775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 08:00:00+00:00,224.85000610351562,229.67766140888665,205.53938488203153,0.06883318216317147
0,0,0.0,0,0,0,1,0,0,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7035213901825845,1.0,0,1,1,1,0.8082692642976369,2.0,4.0,0.010670837740611684,46.85667725009738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 09:00:00+00:00,226.4499969482422,231.2828192958356,207.11870755786856,0.06600045032162177
0,0,0.0,0,0,0,1,0,0,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7342641459853642,1.0,-1,1,1,1,0.8082692642976369,2.0000000000000044,3.999999999999994,0.010208284461833013,48.97982632335643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 10:00:00+00:00,226.8000030517578,231.4304809459517,208.2780914749823,0.06722612882225759
0,0,0.0,0,0,0,1,0,1,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7235988551217695,1.0,1,1,1,1,0.7375168370505734,1.9999999999999996,4.0,0.010322336231779295,48.438646908308804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 12:00:00+00:00,227.60000610351562,232.29873368222664,208.80509578867157,0.0767828992488542
0,0,0.0,0,0,0,1,0,0,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7393191460581295,1.0,1,1,1,1,0.7375168370505734,2.000000000000002,3.999999999999994,0.010145196818570205,49.28440610287401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 13:00:00+00:00,226.64999389648438,231.24881149049952,208.25472352042382,0.0778499847766482
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.55,0,0,0,0,0,,0,0.5561518193408642,0.0,1,0,1,1,0.708282564604298,2.000000000000001,4.0,0.00870501968214006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PALLADIUM,2024-06-27 13:00:00+00:00,929.5,913.3173684109016,994.2305263563935,0.3308502887396496
0,0,0.0,0,0,0,1,0,0,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7617862100314301,1.0,1,0,1,1,0.709446768664329,1.999999999999995,4.000000000000012,0.009880864151779896,50.602861482508445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 14:00:00+00:00,225.85000610351562,230.3131925614906,207.99726027161563,0.08749579961348226
0,0,0.0,0,0,0,1,0,0,0,0,0.75,0.9000000000000001,0,0,0,0,0,,0,0.7800525039683968,1.0,-1,0,1,1,0.7209377783844522,2.0000000000000027,3.9999999999999933,0.009668751680512344,51.712983901299715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-27 15:00:00+00:00,225.39999389648438,229.7586670360326,207.96530133829154,0.07462017581003906
0,0,0.0,0,0,0,0,0,1,0,0,0.9000000000000001,0.9000000000000001,0,0,0,0,0,,0,0.7086505718273977,0.0,0,1,1,1,0.7481683699895885,1.999999999999997,4.000000000000007,0.00900192737252639,55.54366074158581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-28 08:00:00+00:00,227.3000030517578,231.3922792902517,210.9308980977822,0.0863365580962986
0,0,0.0,0,1,0,1,0,0,0,0,0.9000000000000001,1.0,0,0,0,0,0,,0,0.6225497679047345,0.3793132478137793,1,1,1,1,0.8318288409935137,0.6317747338287435,4.0,0.010294480250378815,153.7564424005362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-28 12:00:00+00:00,226.25,227.72148305766999,220.36406776932006,0.0892199955702809
0,0,0.0,0,1,0,1,0,0,0,0,0.9000000000000001,1.0,0,0,0,0,0,,0,0.6221516725397191,1.0,1,0,1,1,0.8001692350301896,1.1247997959779508,4.0,0.010353693595366574,85.86762731092888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-28 13:00:00+00:00,225.10000610351562,227.72148305766999,214.61409828689818,0.07530440891308256
0,0,0.0,0,1,0,1,0,0,0,0,0.9000000000000001,1.0,0,0,0,0,0,,0,0.6142564886365126,0.4482831195344481,1,1,1,1,0.8318288409935137,0.6657237556606096,4.0,0.010438083219597726,143.90808379859615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-28 14:00:00+00:00,226.14999389648438,227.72148305766999,219.86403725174193,0.09018015038240283
0,0,0.0,0,1,1,1,0,0,1,0,0.9000000000000001,1.0,0,0,0,0,0,,0,0.6306794220396648,0.9310406516042808,-1,1,1,1,0.8438424681466219,0.987987973631081,4.0,0.01019783999269335,99.25220146075844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COFFEE,2024-06-28 15:00:00+00:00,225.4499969482422,227.72148305766999,216.364052510531,0.06925009123917256
1,0,0.0,0,1,0,1,0,0,0,0,0.9000000000000001,1.0,0,0,0,0,0,,0,0.4973006216806594,0.0,0,1,1,1,0.8927608581885759,0.4546635284666207,4.0,0.0037250684101326117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COPPER,2024-07-11 07:00:00+00:00,4.588500022888184,4.580728697219211,4.619585325564074,0.08727907482345497
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.46905961255242606,0.29412094693144847,0,0,1,1,0.7526817574978176,2.000000000000018,3.9999999999999756,0.003947195639777074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COPPER,2024-07-11 08:00:00+00:00,4.591000080108643,4.5547569291118,4.735972684096011,0.16726507351084233
1,0,0.0,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,,0,0.35936301122476677,0.0,1,0,1,1,0.7406847812664589,1.9999999999999991,4.0,0.005209964575012135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,COPPER,2024-07-11 14:00:00+00:00,4.539999961853027,4.492693483909406,4.729225873627513,0.37324650483648264
1,0,0.0,0,0,0,0,0,1,0,0,0.9000000000000001,0.75,0,0,0,0,0,,0,0.720478418260335,0.125,0,0,1,1,0.7049116019026147,2.000000000000011,3.9999999999999796,0.005210573916371659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WHEAT,2024-07-17 08:00:00+00:00,532.75,527.198133492106,554.957466031576,0.4251210089689457
1,0,0.0,0,0,0,0,0,1,0,0,0.9000000000000001,0.75,0,0,0,0,0,,0,0.7303624011293741,0.125,0,0,1,1,0.7049116019026147,2.0000000000000075,3.999999999999979,0.005140059301643898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WHEAT,2024-07-17 09:00:00+00:00,532.75,527.2732668140984,554.6569327436063,0.4251210089689457
1,0,0.0,0,0,1,0,0,0,1,0,0.75,0.75,0,0,0,0,0,,0,0.5285387767569834,1.0,-1,0,1,1,0.765184333857537,0.6124714296623536,4.0,0.007004197198628877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,WHEAT,2024-07-17 15:00:00+00:00,540.25,537.9323973695161,549.5204105219354,0.16799844083892754
1,0,0.0,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,,0,0.6641849825902545,0.125,0,0,1,1,0.8006180120367974,0.5324867857763232,4.0,0.005652199540639079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WHEAT,2024-07-19 07:00:00+00:00,532.75,531.1465708357341,539.1637166570636,0.3666195519396139
1,0,0.0,0,0,0,0,0,1,0,1,0.75,0.75,0,0,0,0,0,,0,2.562379501539349,0.0,0,0,1,1,0.8447387433483783,1.9999999999999973,4.0,0.009440243219775447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NATGAS,2024-08-06 07:00:00+00:00,1.9429999589920044,1.906315174614208,2.08973909650319,0.2354157693631709
1,0,0.0,0,0,0,0,0,0,0,1,0.75,0.75,0,0,0,0,0,,0,2.659120178860598,0.0,0,0,1,1,0.8447387433483783,2.0000000000000036,3.9999999999999876,0.009120270014204415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,NATGAS,2024-08-06 08:00:00+00:00,1.937999963760376,1.90264979784635,2.07940062741648,0.22662938489355763
